DATE,DEUPROCONMISMEI
1977-09-01,84.6799278017867
1977-10-01,86.0300063672714
1977-11-01,83.8548797895461
1977-12-01,89.5552115104812
1978-01-01,95.6305650551621
1978-02-01,74.3293254664044
1978-03-01,89.405202780983
1978-04-01,88.0551242154983
1978-05-01,86.855054379512
1978-06-01,86.7800500147628
1978-07-01,86.6300412852646
1978-08-01,85.2049583550307
1978-09-01,86.7800500147628
1978-10-01,89.3301984162338
1978-11-01,94.2804864896775
1978-12-01,82.5048012240614
1979-01-01,66.9038933562389
1979-02-01,79.204609175099
1979-03-01,92.3303730061997
1979-04-01,96.8306348911485
1979-05-01,97.5056741738908
1979-06-01,96.2305999731553
1979-07-01,95.8555781494096
1979-08-01,90.5302682522201
1979-09-01,94.8805214076706
1979-10-01,95.1055345019181
1979-11-01,95.9305825141587
1979-12-01,92.8554035594437
1980-01-01,86.7050456500136
1980-02-01,107.031228497032
1980-03-01,103.131001530077
1980-04-01,96.9056392558976
1980-05-01,93.8304603011826
1980-06-01,91.8803468177048
1980-07-01,88.430146039244
1980-08-01,86.9300587442611
1980-09-01,90.2302507932236
1980-10-01,89.0301809572372
1980-11-01,88.5051504039932
1980-12-01,75.4543909376416
1981-01-01,77.7795262448652
1981-02-01,86.2550194615188
1981-03-01,88.430146039244
1981-04-01,92.2553686414505
1981-05-01,88.8051678629898
1981-06-01,87.2300762032577
1981-07-01,82.8798230478072
1981-08-01,83.8548797895461
1981-09-01,84.0048885190444
1981-10-01,81.0047139290785
1981-11-01,81.6047488470717
1981-12-01,69.5290461224591
1982-01-01,69.2290286634625
1982-02-01,83.6298666952986
1982-03-01,82.5048012240614
1982-04-01,82.9548274125564
1982-05-01,81.1547226585768
1982-06-01,79.1296048103498
1982-07-01,77.4045044211195
1982-08-01,80.7797008348311
1982-09-01,80.7046964700819
1982-10-01,79.2796135398481
1982-11-01,83.779875424797
1982-12-01,85.4299714492782
1983-01-01,85.6549845435256
1983-02-01,71.1791421469403
1983-03-01,76.7294651383771
1983-04-01,79.3546179045973
1983-05-01,78.9795960808516
1983-06-01,83.0298317773055
1983-07-01,81.9047663060683
1983-08-01,82.279788129814
1983-09-01,82.7298143183089
1983-10-01,82.7298143183089
1983-11-01,85.5799801787765
1983-12-01,78.3045567981092
1984-01-01,83.7048710600478
1984-02-01,83.0298317773055
1984-03-01,80.8547051995802
1984-04-01,79.0546004456007
1984-05-01,82.279788129814
1984-06-01,79.4296222693464
1984-07-01,85.0549496255324
1984-08-01,79.2796135398481
1984-09-01,79.5046266340956
1984-10-01,79.5046266340956
1984-11-01,82.2047837650649
1984-12-01,82.2047837650649
1985-01-01,62.4786358360393
1985-02-01,67.0539020857372
1985-03-01,70.6541115936963
1985-04-01,76.7294651383771
1985-05-01,77.179491326872
1985-06-01,78.3045567981092
1985-07-01,82.4297968593123
1985-08-01,77.7795262448652
1985-09-01,78.7545829866041
1985-10-01,79.729639728343
1985-11-01,72.3042076181775
1985-12-01,80.5546877405836
1986-01-01,76.129430220384
1986-02-01,64.5037536842662
1986-03-01,67.8789500979778
1986-04-01,79.1296048103498
1986-05-01,79.5046266340956
1986-06-01,81.6797532118208
1986-07-01,85.5049758140273
1986-08-01,82.804818683058
1986-09-01,82.5798055888106
1986-10-01,82.4297968593123
1986-11-01,87.9801198507492
1986-12-01,88.8801722277389
1987-01-01,63.5286969425273
1987-02-01,71.6291683354352
1987-03-01,58.1283826805888
1987-04-01,83.9298841542952
1987-05-01,84.0048885190444
1987-06-01,84.1548972485427
1987-07-01,84.829936531285
1987-08-01,86.5550369205154
1987-09-01,84.1548972485427
1987-10-01,82.8798230478072
1987-11-01,86.6300412852646
1987-12-01,86.855054379512
1988-01-01,89.0301809572372
1988-02-01,84.7549321665358
1988-03-01,66.5288715324932
1988-04-01,82.6548099535598
1988-05-01,84.0048885190444
1988-06-01,83.779875424797
1988-07-01,82.9548274125564
1988-08-01,85.5049758140273
1988-09-01,82.279788129814
1988-10-01,82.5798055888106
1988-11-01,82.6548099535598
1988-12-01,89.4802071457321
1989-01-01,98.9307571041246
1989-02-01,97.8056916328874
1989-03-01,86.4050281910171
1989-04-01,84.1548972485427
1989-05-01,82.2047837650649
1989-06-01,85.354967084529
1989-07-01,84.6049234370376
1989-08-01,87.1550718385086
1989-09-01,84.0048885190444
1989-10-01,86.4800325557662
1989-11-01,90.9052900759659
1989-12-01,88.9551765924881
1990-01-01,99.155770198372
1990-02-01,101.330896776097
1990-03-01,95.7805737846604
1990-04-01,89.8552289694778
1990-05-01,92.1803642767014
1990-06-01,88.8801722277389
1990-07-01,92.3303730061997
1990-08-01,90.0052376989761
1990-09-01,90.2302507932236
1990-10-01,93.3054297479386
1990-11-01,94.0554733954301
1990-12-01,87.905115486
1991-01-01,104.023567959522
1991-02-01,83.5315834485089
1991-03-01,96.6168265699994
1991-04-01,95.7115581779466
1991-05-01,94.559398406243
1991-06-01,94.7239926593436
1991-07-01,95.5469639248461
1991-08-01,94.8062897858938
1991-09-01,95.9584495575974
1991-10-01,96.9460150762004
1991-11-01,98.6742547337558
1991-12-01,99.1680374930574
1992-01-01,103.036002440919
1992-02-01,109.455178311839
1992-03-01,105.998698996728
1992-04-01,104.270459339173
1992-05-01,105.340321984326
1992-06-01,104.270459339173
1992-07-01,101.390059909914
1992-08-01,104.928836351575
1992-09-01,104.681944971924
1992-10-01,102.953705314369
1992-11-01,105.093430604676
1992-12-01,112.747063373849
1993-01-01,105.422619110877
1993-02-01,105.422619110877
1993-03-01,109.290584058739
1993-04-01,108.961395552538
1993-05-01,109.537475438389
1993-06-01,108.138424287035
1993-07-01,106.41018462948
1993-08-01,110.936526589744
1993-09-01,109.455178311839
1993-10-01,110.771932336643
1993-11-01,103.28289382057
1993-12-01,106.080996123279
1994-01-01,117.767188093415
1994-02-01,108.632207046337
1994-03-01,122.869609939531
1994-04-01,117.108811081013
1994-05-01,116.28583981551
1994-06-01,117.684890966865
1994-07-01,115.874354182759
1994-08-01,118.672456485468
1994-09-01,118.096376599616
1994-10-01,122.45812430678
1994-11-01,126.243792128091
1994-12-01,122.375827180229
1995-01-01,108.220721413585
1995-02-01,126.819872013943
1995-03-01,120.565290396124
1995-04-01,120.812181775774
1995-05-01,119.577724877521
1995-06-01,117.849485219965
1995-07-01,118.343267979267
1995-08-01,117.520296713764
1995-09-01,115.133680043807
1995-10-01,116.697325448262
1995-11-01,120.976776028875
1995-12-01,105.422619110877
1996-01-01,97.768986341703
1996-02-01,89.1277880539262
1996-03-01,97.2752035824015
1996-04-01,112.8293605004
1996-05-01,114.639897284505
1996-06-01,118.014079473066
1996-07-01,114.228411651754
1996-08-01,115.215977170357
1996-09-01,116.450434068611
1996-10-01,112.335577741098
1996-11-01,111.924092108347
1996-12-01,113.899223145553
1997-01-01,90.1153535725293
1997-02-01,104.023567959522
1997-03-01,104.928836351575
1997-04-01,106.245590376379
1997-05-01,105.834104743628
1997-06-01,107.150858768432
1997-07-01,107.891532907384
1997-08-01,105.011133478125
1997-09-01,106.49248175603
1997-10-01,105.669510490527
1997-11-01,104.599647845374
1997-12-01,104.270459339173
1998-01-01,102.871408187819
1998-02-01,100.731682897512
1998-03-01,103.776676579872
1998-04-01,100.731682897512
1998-05-01,102.542219681618
1998-06-01,103.36519094712
1998-07-01,103.36519094712
1998-08-01,101.883842669216
1998-09-01,101.636951289565
1998-10-01,100.237900138211
1998-11-01,98.9211461134066
1998-12-01,96.4522323168989
1999-01-01,105.669510490527
1999-02-01,93.7364271407405
1999-03-01,105.093430604676
1999-04-01,102.624516808168
1999-05-01,102.706813934718
1999-06-01,102.295328301967
1999-07-01,103.36519094712
1999-08-01,101.966139795766
1999-09-01,102.048436922316
1999-10-01,103.11829956747
1999-11-01,101.390059909914
1999-12-01,101.390059909914
2000-01-01,101.554654163015
2000-02-01,107.644641527734
2000-03-01,101.390059909914
2000-04-01,100.567088644412
2000-05-01,100.731682897512
2000-06-01,96.4522323168989
2000-07-01,97.439797835502
2000-08-01,97.5220949620522
2000-09-01,95.3823696717456
2000-10-01,92.8311587486877
2000-11-01,96.7814208230999
2000-12-01,96.2876380637984
2001-01-01,93.3249415079892
2001-02-01,95.7938553044969
2001-03-01,87.8110340291221
2001-04-01,86.9880627636196
2001-05-01,91.5144047238836
2001-06-01,91.0206219645821
2001-07-01,89.9507593194288
2001-08-01,92.2550788628359
2001-09-01,91.6789989769841
2001-10-01,92.0081874831851
2001-11-01,90.36224495218
2001-12-01,91.5967018504339
2002-01-01,89.2923823070267
2002-02-01,94.1479127734918
2002-03-01,90.5268392052806
2002-04-01,88.9631938008257
2002-05-01,87.4818455229211
2002-06-01,86.4119828777678
2002-07-01,85.2598231060642
2002-08-01,86.6588742574186
2002-09-01,87.0703598901698
2002-10-01,84.6014460936622
2002-11-01,85.835902991916
2002-12-01,81.638749537853
2003-01-01,83.1200978157576
2003-02-01,78.5114587289433
2003-03-01,86.4119828777678
2003-04-01,85.5890116122652
2003-05-01,83.8607719547099
2003-06-01,85.3421202326145
2003-07-01,85.3421202326145
2003-08-01,82.9555035626571
2003-09-01,83.2846920688581
2003-10-01,82.4617208033556
2003-11-01,81.967938044054
2003-12-01,84.1899604609109
2004-01-01,79.3344299944459
2004-02-01,82.7909093095566
2004-03-01,82.6263150564561
2004-04-01,79.8282127537474
2004-05-01,80.1574012599484
2004-06-01,79.1698357413454
2004-07-01,79.1698357413454
2004-08-01,77.9353788430915
2004-09-01,77.770784589991
2004-10-01,77.44159608379
2004-11-01,76.9478133244885
2004-12-01,78.2645673492926
2005-01-01,79.5813213740966
2005-02-01,70.1171518208173
2005-03-01,64.9324328481512
2005-04-01,74.0674138952295
2005-05-01,75.8779506793352
2005-06-01,75.9602478058854
2005-07-01,76.7009219448377
2005-08-01,76.5363276917372
2005-09-01,75.7133564262346
2005-10-01,77.8530817165413
2005-11-01,75.5487621731341
2005-12-01,78.099973096192
2006-01-01,72.586065617325
2006-02-01,72.6683627438752
2006-03-01,66.2491868729553
2006-04-01,78.9229443616946
2006-05-01,81.5564524113028
2006-06-01,81.0626696520012
2006-07-01,83.2023949423078
2006-08-01,82.6263150564561
2006-09-01,82.9555035626571
2006-10-01,82.6263150564561
2006-11-01,85.4244173591647
2006-12-01,86.2473886246673
2007-01-01,86.7411713839688
2007-02-01,86.2473886246673
2007-03-01,83.1200978157576
2007-04-01,79.3344299944459
2007-05-01,80.4042926395992
2007-06-01,79.9928070068479
2007-07-01,80.980372525451
2007-08-01,80.8157782723505
2007-09-01,81.3918581582022
2007-10-01,81.5564524113028
2007-11-01,79.8282127537474
2007-12-01,82.7909093095566
2008-01-01,90.6091363318308
2008-02-01,91.1029190911323
2008-03-01,81.4741552847525
2008-04-01,77.5238932103403
2008-05-01,79.4990242475464
2008-06-01,79.8282127537474
2008-07-01,78.1822702227423
2008-08-01,81.2272639051017
2008-09-01,80.1574012599484
2008-10-01,79.3344299944459
2008-11-01,79.3344299944459
2008-12-01,82.0502351706043
2009-01-01,76.5363276917372
2009-02-01,78.0176759696418
2009-03-01,82.8732064361068
2009-04-01,82.7909093095566
2009-05-01,81.8856409175038
2009-06-01,82.7086121830063
2009-07-01,81.0626696520012
2009-08-01,84.519148967112
2009-09-01,83.1200978157576
2009-10-01,81.4741552847525
2009-11-01,81.8856409175038
2009-12-01,82.5440179299058
2010-01-01,71.7059754979582
2010-02-01,68.9057421451788
2010-03-01,79.2066005500458
2010-04-01,85.807150595883
2010-05-01,84.5070422535211
2010-06-01,85.5071255937995
2010-07-01,85.207100591716
2010-08-01,87.2072672722727
2010-09-01,87.007250604217
2010-10-01,88.5073756146346
2010-11-01,85.6071339278273
2010-12-01,71.805983831986
2011-01-01,91.6076339694974
2011-02-01,92.6077173097758
2011-03-01,92.1076756396366
2011-04-01,91.307608967414
2011-05-01,91.6076339694974
2011-06-01,88.9074089507459
2011-07-01,91.7076423035253
2011-08-01,91.907658971581
2011-09-01,90.5075422951913
2011-10-01,92.4077006417201
2011-11-01,94.0078339861655
2011-12-01,92.507708975748
2012-01-01,94.7078923243604
2012-02-01,78.0065005417118
2012-03-01,95.7079756646387
2012-04-01,92.2076839736645
2012-05-01,94.6078839903325
2012-06-01,93.6078006500542
2012-07-01,94.6078839903325
2012-08-01,94.307858988249
2012-09-01,96.0080006667222
2012-10-01,94.8079006583882
2012-11-01,94.5078756563047
2012-12-01,90.3075256271356
2013-01-01,87.9073256104675
2013-02-01,87.2072672722727
2013-03-01,82.5068755729644
2013-04-01,95.8079839986666
2013-05-01,95.2079339944996
2013-06-01,98.0081673472789
2013-07-01,98.1081756813068
2013-08-01,98.1081756813068
2013-09-01,98.2081840153346
2013-10-01,98.5082090174181
2013-11-01,100.008334027836
2013-12-01,101.608467372281
2014-01-01,103.208600716726
2014-02-01,103.708642386866
2014-03-01,100.308359029919
2014-04-01,99.0082506875573
2014-05-01,96.6080506708892
2014-06-01,100.608384032003
2014-07-01,99.5082923576965
2014-08-01,98.6082173514459
2014-09-01,100.108342361863
2014-10-01,100.308359029919
2014-11-01,100.608384032003
2014-12-01,101.808484040337
2015-01-01,102.208517376448
2015-02-01,96.6080506708892
2015-03-01,99.3082756896408
2015-04-01,98.8082340195016
2015-05-01,100.108342361863
2015-06-01,98.7082256854738
2015-07-01,98.6082173514459
2015-08-01,99.7083090257521
2015-09-01,100.008334027836
2015-10-01,99.4082840236686
2015-11-01,99.1082590215851
2015-12-01,104.108675722977
2016-01-01,100.108342361863
2016-02-01,104.808734061172
2016-03-01,102.808567380615
2016-04-01,100.308359029919
2016-05-01,101.308442370198
2016-06-01,102.008500708392
2016-07-01,103.408617384782
2016-08-01,105.008750729227
2016-09-01,103.408617384782
2016-10-01,104.508709059088
2016-11-01,103.708642386866
2016-12-01,107.108925743812
2017-01-01,95.1079256604717
2017-02-01,108.809067422285
2017-03-01,112.109342445204
2017-04-01,111.509292441037
2017-05-01,111.209267438953
2017-06-01,109.809150762564
2017-07-01,110.309192432703
2017-08-01,112.009334111176
2017-09-01,110.509209100758
2017-10-01,110.009167430619
2017-11-01,112.409367447287
2017-12-01,109.709142428536
2018-01-01,119.009917493124
2018-02-01,106.108842403534
2018-03-01,109.909159096591
2018-04-01,116.709725810484
2018-05-01,122.01016751396
2018-06-01,117.509792482707
2018-07-01,118.709892491041
2018-08-01,118.509875822985
2018-09-01,121.710142511876
2018-10-01,120.810067505625
2018-11-01,119.509959163264
2018-12-01,120.110009167431
2019-01-01,116.609717476456
2019-02-01,125.710475872989
2019-03-01,125.21043420285
2019-04-01,124.810400866739
2019-05-01,123.410284190349
2019-06-01,126.210517543129
2019-07-01,125.310442536878
2019-08-01,124.810400866739
2019-09-01,126.710559213268
2019-10-01,125.610467538962
2019-11-01,127.610634219518
2019-12-01,126.310525877156
2020-01-01,136.711392616051
2020-02-01,130.810900908409
2020-03-01,128.110675889657
2020-04-01,128.710725893824
2020-05-01,130.410867572298
2020-06-01,129.710809234103
2020-07-01,129.210767563964
2020-08-01,129.110759229936
2020-09-01,130.410867572298
2020-10-01,129.810817568131
2020-11-01,132.61105092091
2020-12-01,128.810734227852
2021-01-01,124.810400866739
2021-02-01,120.310025835486
2021-03-01,139.411617634803
2021-04-01,133.811150929244
2021-05-01,132.911075922994
2021-06-01,132.411034252854
2021-07-01,132.411034252854
2021-08-01,128.410700891741
2021-09-01,132.411034252854
2021-10-01,133.611134261188
2021-11-01,133.711142595216
2021-12-01,130.510875906326
2022-01-01,137.21143428619
2022-02-01,138.111509292441
2022-03-01,138.411534294525
2022-04-01,131.810984248687
2022-05-01,134.211184265355
2022-06-01,134.211184265355
2022-07-01,133.011084257021
2022-08-01,130.410867572298
2022-09-01,130.910909242437
2022-10-01,135.311275939662
2022-11-01,135.711309275773
2022-12-01,122.810234186182
2023-01-01,135.611300941745
